序号,SSR,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,反击技能
id,SSR,Level,Star,StarMax,StarUP,Breakthrough,Name,Sex,Career,Camp,Specialtype,AttackDist,AttackType,Material,Sight,Strategyid,BossEnemy,BigEnemy,HP_Lev1,Atk_Lev1,Matk_Lev1,Def_Lev1,Mdef_Lev1,Spd_lev1,HP_Levup,Atk_Levup,MAtk_Levup,Def_Levup,Mdef_Levup,Spd_Levup,CriPer,CriAnti,Hit,Dodge,Counter,CounterNo,CounterAnti,Parry,ParryAnti,DamageMinMax,Hate,Rare,Bulk,SpeedTime,SpeedDown,Move,MoveHeight,AttackHeight,MoveCross,Ghost,BeGhost,Fly,NormalSkill,PassiveSkill,DefendSkill,SuperSkill1,SuperSkill2,SuperSkill_MaxPoint,AppearEffect,CardEffect,LevelupType,UniqueID,fragment,Type,Nation,Zoom,AttackAI,SPAttackAI,,EffectHit,EffectMiss,CriDmg,AtkPenP,MatkPenP,CareerChange,StarStoneType,SelectType,HpBarUnit,ArcherATK,CounterSkill
int,int,int,int,int,array,int,int,int,int,int,array,int,int,array,int,int,int,int,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,floatarray,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,array,array,array,array,array,array,array,int,int,int,int,int,int,float,int,int,,int,int,int,int,int,array,array,int,int,int,array
300333,0,55,6,6,0;0,0,91,2,12,21,0,1,1,0,100,1,1,0,16972,1700,0,948,948,55,0,0,0,0,0,0,20,0,90,10,0,0,0,0,0,0,0,0,1,1,100,1,99,99,0,0,0,0,2020106;2020107,0,0,0,0,0,0,0,1,1984,0,3,0,1,0,0,,0,50,150,30,30,0,0,0,3,0,0
300334,0,55,6,6,0;0,0,381,2,13,21,0,3,1,0,100,1,1,0,21964,1626,0,948,948,55,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,1,1,100,1,99,99,0,0,0,0,2020108;2020109,0,0,0,0,0,0,0,1,1984,0,3,0,1,0,0,,0,50,150,30,30,0,0,0,3,0,0
300335,0,55,6,6,0;0,0,131,1,14,21,0,2,2,0,100,1,1,0,16972,0,1774,948,1369,55,0,0,0,0,0,0,5,0,105,5,0,0,0,0,0,0,0,0,1,1,100,1,99,99,0,0,0,0,2020110;2020111,2020113,0,0,0,0,0,0,1,1984,0,3,0,1,0,0,,0,50,150,30,30,0,0,0,3,0,0
300336,0,55,6,6,0;0,0,121,2,15,21,0,2,2,0,100,1,1,0,19968,1478,1478,1158,1158,55,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,1,100,1,99,99,0,0,0,0,2010006;2020114,0,0,0,0,0,0,0,1,1984,0,3,0,1,0,0,,0,50,150,30,30,0,0,0,3,0,0
700101,0,18,1,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,741600,353,0,376,314,18,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700102,0,27,2,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,1937520,648,0,676,564,27,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700103,0,36,3,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,3594240,946,0,979,816,36,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700104,0,45,4,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,5737200,1192,0,1226,1022,45,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700105,0,54,5,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,8451360,1449,0,1488,1239,54,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700106,0,63,6,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,11743200,1714,0,1756,1464,63,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700107,0,72,7,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,15686400,1992,0,2038,1699,72,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700108,0,81,8,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,20319120,2284,0,2335,1946,81,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700109,0,90,9,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,25687200,2590,0,2647,2205,90,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700110,0,99,10,6,0;0,0,2012,3,11,21,0,3,3,0,100,1001,1,1,34727040,2910,0,2972,2476,99,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700201,0,18,1,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,679800,388,0,283,283,18,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700202,0,27,2,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,1776060,713,0,507,507,27,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700203,0,36,3,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,3294720,1041,0,734,734,36,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700204,0,45,4,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,5258400,1311,0,920,920,45,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700205,0,54,5,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,7747200,1594,0,1116,1116,54,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700206,0,63,6,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,10765440,1885,0,1317,1317,63,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700207,0,72,7,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,14378880,2191,0,1528,1528,72,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700208,0,81,8,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,18625680,2512,0,1752,1752,81,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700209,0,90,9,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,23546400,2849,0,1984,1984,90,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700210,0,99,10,6,0;0,0,2013,3,13,21,0,10,3,0,100,1001,1,1,31832640,3201,0,2229,2229,99,0,0,0,0,0,0,5,0,120,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7002011;7002012;7002013;7002014,7002015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700301,0,18,1,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,618000,353,353,345,345,18,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700302,0,27,2,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,1614600,648,648,620,620,27,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700303,0,36,3,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,2995200,946,946,897,897,36,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700304,0,45,4,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,4780800,1192,1192,1124,1124,45,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700305,0,54,5,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,7043040,1449,1449,1363,1363,54,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700306,0,63,6,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,9786000,1714,1714,1610,1610,63,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700307,0,72,7,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,13071360,1992,1992,1869,1869,72,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700308,0,81,8,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,16932240,2284,2284,2140,2140,81,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700309,0,90,9,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,21405600,2590,2590,2426,2426,90,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
700310,0,99,10,6,0;0,0,2015,3,15,21,0,3,3,0,100,1001,1,1,28938240,2910,2910,2724,2724,99,0,0,0,24,0,0,5,0,100,5,0,0,0,0,0,0,0,0,7,1,100,0,99,99,0,0,0,0,7001011;7001012;7001013;7001014,7001015,0,0,0,1000,0,0,1,1984,0,3,0,1,0,0,,0,90,150,35,35,0,0,0,10,0,0
101011,0,1,5,5,0;0,0,6001,3,12,21,0,1,3,0,100,1,0,0,34,115,0,76,76,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101012,0,20,5,5,0;0,0,2010,3,16,21,0,1,3,0,100,1,0,0,123,410,410,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101021,0,1,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,34,115,0,76,76,1,0,0,0,0,0,0,0,100,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101022,0,1,5,5,0;0,0,6007,3,12,21,0,1,3,0,100,1,1,0,138,138,0,76,76,1,0,0,0,0,0,0,0,100,90,0,0,0,0,0,0,0,0,0,2,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101023,0,1,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,230,115,0,76,76,1,0,0,0,0,0,0,0,100,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101031,0,1,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1031,1,0,69,115,0,76,76,1,0,0,0,0,0,0,10,100,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010001;2011101,2011102,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101032,0,1,5,5,0;0,0,6004,3,13,21,0,1,3,0,100,1,0,0,59,110,0,76,76,1,0,0,0,0,0,0,5,100,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101033,0,1,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,1,0,57,115,0,76,76,1,0,0,0,0,0,0,10,100,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2011102,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101034,0,1,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,1,0,57,115,0,76,76,1,0,0,0,0,0,0,10,100,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2011102,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101041,0,2,5,5,0;0,0,6010,3,11,21,0,1,1,0,100,1,0,0,198,130,0,108,90,2,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,2011201,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101042,0,2,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,145,144,0,81,81,2,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,2011201,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101043,0,3,5,5,0;0,0,3402,3,13,21,0,1,3,0,100,1,0,0,218,130,0,87,87,3,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010001,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101051,0,3,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,101051,0,0,168,136,0,87,87,100,0,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101052,0,3,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,101051,0,0,218,130,0,87,87,100,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101053,0,1,6,6,0;0,0,5007,3,16,21,0,0,1,0,100,1,0,0,5,100,100,92,92,1,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,7,7,0,0,0,1,0,0
101061,0,3,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,99,82,94,64,85,3,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,99,0,150,0,0,0,0,0,1,0,0
101062,0,3,5,5,0;0,0,6063,3,15,21,0,2,2,0,100,1,0,0,99,82,94,64,85,3,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,1,1,1,0,0,0,0,2010006,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,99,0,150,0,0,0,0,0,1,0,0
101063,0,5,5,5,0;0,0,301,2,11,21,0,1,3,0,100,1063,1,0,1490,110,0,133,88,10,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010520;2010012,2011103;2000001;2011207,0,0,0,0,0,0,1,1984,0,3,0,1,0,0,,0,99,150,10,10,0,0,0,3,0,0
101071,0,4,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,257,141,0,94,94,4,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101072,0,4,5,5,0;0,0,3402,3,13,21,0,1,1,0,100,1,0,0,257,141,0,94,94,4,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101073,0,4,5,5,0;0,0,2037,3,16,21,0,1,1,0,100,1,0,0,234,128,128,114,114,4,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101074,0,4,5,5,0;0,0,10001,3,11,21,0,1,1,0,100,1,0,0,224,102,0,100,83,3,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101081,0,4,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,101081,0,0,257,141,0,94,94,4,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101082,0,4,5,5,0;0,0,6010,3,11,21,0,1,1,0,100,101081,0,0,281,128,0,125,104,4,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101083,0,4,5,5,0;0,0,6011,3,12,21,0,1,3,0,100,1,0,0,199,147,0,94,94,4,0,0,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101084,0,4,5,5,0;0,0,2031,3,11,21,0,2,3,0,100,1,0,0,1,147,0,94,94,4,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101085,0,4,5,5,0;0,0,2036,3,11,21,0,2,3,0,100,7,0,0,10,128,0,125,104,4,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101086,0,1,6,6,0;0,0,5007,3,16,21,0,0,1,0,100,1,0,0,5,100,100,92,92,1,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,2000002,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,7,7,0,0,0,1,0,0
101091,0,5,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,297,121,0,100,100,5,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101092,0,5,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,230,127,0,100,100,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101093,0,15,5,5,0;0,0,121,2,15,21,0,20,0,0,100,101093,0,0,2178,263,263,218,218,200,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,2011202,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101094,0,1,5,5,0;0,0,2031,3,11,21,0,2,3,0,100,1,0,0,12229,2946,0,2508,2090,100,0,0,0,0,0,0,5,0,100,5,0,0,0,0,0,0,0,0,1,0,100,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,0,4,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0
101095,0,5,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,297,121,0,100,100,5,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101096,0,5,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,230,127,0,100,100,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101101,0,5,5,5,0;0,0,6011,3,12,21,0,1,1,0,100,1,0,0,184,127,0,100,100,5,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010002,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
101102,0,6,5,5,0;0,0,3400,3,14,21,0,10,1,0,100,101102,1,1,1040,0,169,106,183,6,0,0,0,0,0,0,5,0,105,0,0,0,0,0,0,0,0,0,3,1,100,2,1,1,0,0,0,0,2011205;2011206,0,0,0,0,0,0,0,1,1984,0,3,0,2,0,0,,0,50,150,0,0,0,0,0,3,0,0
101103,0,15,5,5,0;0,0,121,2,15,21,0,20,0,0,100,101103,0,0,2178,263,263,218,218,200,0,0,0,0,0,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,2011211,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,9999,150,0,0,0,0,0,1,0,0
101111,0,6,5,5,0;0,0,6004,3,13,21,0,3,1,0,100,1,0,0,337,163,0,106,106,6,0,0,0,0,0,0,5,0,120,0,0,0,0,0,0,0,0,0,1,1,100,2,1,1,0,0,0,0,2010008,0,0,0,0,0,0,0,1,1984,0,1,0,1,0,0,,0,0,150,0,0,0,0,0,1,0,0
